# Input,DiseaseName,DiseaseID,GeneSymbol,GeneID,DiseaseCategories,DirectEvidence,OmimIDs,PubMedIDs
mesh:d006943,Hyperglycemia,MESH:D006943,PRKCB,5579,Metabolic disease,marker/mechanism,,17443133
mesh:d006943,Hyperglycemia,MESH:D006943,PTGS2,5743,Metabolic disease,marker/mechanism,,14514642
mesh:d006943,Hyperglycemia,MESH:D006943,SIM1,6492,Metabolic disease,marker/mechanism,,18056790
mesh:d006943,Hyperglycemia,MESH:D006943,SP1,6667,Metabolic disease,marker/mechanism,,11696579
mesh:d006943,Hyperglycemia,MESH:D006943,TERT,7015,Metabolic disease,therapeutic,,39265716
mesh:d006943,Hyperglycemia,MESH:D006943,ZC3H10,84872,Metabolic disease,therapeutic,,31775033
mesh:d006967,Hypersensitivity,MESH:D006967,ABCF1,23,Immune system disease,marker/mechanism,,21625544
mesh:d006967,Hypersensitivity,MESH:D006967,ALB,213,Immune system disease,marker/mechanism,,8431628
mesh:d006967,Hypersensitivity,MESH:D006967,CASP1,834,Immune system disease,marker/mechanism,,21625544
mesh:d006967,Hypersensitivity,MESH:D006967,CCL11,6356,Immune system disease,marker/mechanism,,21625544
mesh:d006967,Hypersensitivity,MESH:D006967,CCL12,20293,Immune system disease,marker/mechanism,,21625544
mesh:d006967,Hypersensitivity,MESH:D006967,CCL17,6361,Immune system disease,marker/mechanism,,21625544
mesh:d006967,Hypersensitivity,MESH:D006967,CCL19,6363,Immune system disease,marker/mechanism,,21625544
mesh:d006967,Hypersensitivity,MESH:D006967,CCL2,6347,Immune system disease,marker/mechanism,,15585374|21625544
mesh:d006967,Hypersensitivity,MESH:D006967,CCL20,6364,Immune system disease,marker/mechanism,,21625544
mesh:d006967,Hypersensitivity,MESH:D006967,CCL24,6369,Immune system disease,marker/mechanism,,21625544
mesh:d006967,Hypersensitivity,MESH:D006967,CCL3,6348,Immune system disease,marker/mechanism,,15585374|23624239
mesh:d006967,Hypersensitivity,MESH:D006967,CCL4,6351,Immune system disease,marker/mechanism,,15585374|21625544
mesh:d006967,Hypersensitivity,MESH:D006967,CCL7,6354,Immune system disease,marker/mechanism,,21625544
mesh:d006967,Hypersensitivity,MESH:D006967,CCL8,6355,Immune system disease,marker/mechanism,,21625544
mesh:d006967,Hypersensitivity,MESH:D006967,CCL9,20308,Immune system disease,marker/mechanism,,21625544
mesh:d006967,Hypersensitivity,MESH:D006967,CCR1,1230,Immune system disease,marker/mechanism,,21625544
mesh:d006967,Hypersensitivity,MESH:D006967,CCR2,729230,Immune system disease,marker/mechanism,,21625544
mesh:d006967,Hypersensitivity,MESH:D006967,CCR6,1235,Immune system disease,marker/mechanism,,21625544
mesh:d006967,Hypersensitivity,MESH:D006967,CCR9,10803,Immune system disease,marker/mechanism,,21625544
mesh:d006967,Hypersensitivity,MESH:D006967,CD274,29126,Immune system disease,marker/mechanism,,20488241|23624239
mesh:d006967,Hypersensitivity,MESH:D006967,CD40LG,959,Immune system disease,marker/mechanism,,21625544
mesh:d006967,Hypersensitivity,MESH:D006967,CLEC4A,50856,Immune system disease,marker/mechanism,,23624239
mesh:d006967,Hypersensitivity,MESH:D006967,COMMD1,150684,Immune system disease,marker/mechanism,,22216203
mesh:d006967,Hypersensitivity,MESH:D006967,CX3CL1,6376,Immune system disease,marker/mechanism,,21625544
mesh:d006967,Hypersensitivity,MESH:D006967,CXCL1,2919,Immune system disease,marker/mechanism,,21625544
mesh:d006967,Hypersensitivity,MESH:D006967,CXCL15,20309,Immune system disease,marker/mechanism,,21625544
mesh:d006967,Hypersensitivity,MESH:D006967,CXCL5,6374,Immune system disease,marker/mechanism,,21625544
mesh:d006967,Hypersensitivity,MESH:D006967,CXCL9,4283,Immune system disease,marker/mechanism,,21625544
mesh:d006967,Hypersensitivity,MESH:D006967,CXCR2,3579,Immune system disease,marker/mechanism,,21625544
mesh:d006967,Hypersensitivity,MESH:D006967,CXCR3,2833,Immune system disease,marker/mechanism,,21625544
mesh:d006967,Hypersensitivity,MESH:D006967,CYP1A1,1543,Immune system disease,marker/mechanism,,19022366
mesh:d006967,Hypersensitivity,MESH:D006967,DSG1,1828,Immune system disease,marker/mechanism,,23974871
mesh:d006967,Hypersensitivity,MESH:D006967,FOXP3,50943,Immune system disease,marker/mechanism,,27965764
mesh:d006967,Hypersensitivity,MESH:D006967,HLA-B,3106,Immune system disease,marker/mechanism,,23541086
mesh:d006967,Hypersensitivity,MESH:D006967,HLA-DQA1,3117,Immune system disease,marker/mechanism,,8725357
mesh:d006967,Hypersensitivity,MESH:D006967,HLA-DQB1,3119,Immune system disease,marker/mechanism,,8725357
mesh:d006967,Hypersensitivity,MESH:D006967,HLA-DRB1,3123,Immune system disease,marker/mechanism,,8725357
mesh:d006967,Hypersensitivity,MESH:D006967,HLA-DRB4,3126,Immune system disease,marker/mechanism,,8725357
mesh:d006967,Hypersensitivity,MESH:D006967,HLA-DRB5,3127,Immune system disease,marker/mechanism,,8725357
mesh:d006967,Hypersensitivity,MESH:D006967,HP,3240,Immune system disease,marker/mechanism,,16597321
mesh:d006967,Hypersensitivity,MESH:D006967,IFNG,3458,Immune system disease,marker/mechanism|therapeutic,,10886234|21625544
mesh:d006967,Hypersensitivity,MESH:D006967,IL13,3596,Immune system disease,marker/mechanism,,21625544
mesh:d006967,Hypersensitivity,MESH:D006967,IL16,3603,Immune system disease,marker/mechanism,,23624239
mesh:d006967,Hypersensitivity,MESH:D006967,IL17A,3605,Immune system disease,marker/mechanism,,21625544
mesh:d006967,Hypersensitivity,MESH:D006967,IL18,3606,Immune system disease,marker/mechanism,,21625544
mesh:d006967,Hypersensitivity,MESH:D006967,IL1B,3553,Immune system disease,marker/mechanism,,21625544
mesh:d006967,Hypersensitivity,MESH:D006967,IL1R1,3554,Immune system disease,marker/mechanism,,21625544
mesh:d006967,Hypersensitivity,MESH:D006967,IL1R2,7850,Immune system disease,marker/mechanism,,21625544
mesh:d006967,Hypersensitivity,MESH:D006967,IL2RB,3560,Immune system disease,marker/mechanism,,21625544
mesh:d006967,Hypersensitivity,MESH:D006967,IL4,3565,Immune system disease,marker/mechanism,,16095146|21625544
mesh:d006967,Hypersensitivity,MESH:D006967,IL5RA,3568,Immune system disease,marker/mechanism,,21625544
mesh:d006967,Hypersensitivity,MESH:D006967,IL6,3569,Immune system disease,marker/mechanism,,21625544
mesh:d006967,Hypersensitivity,MESH:D006967,IL6ST,3572,Immune system disease,marker/mechanism,,21625544
mesh:d006967,Hypersensitivity,MESH:D006967,ITGB2,3689,Immune system disease,marker/mechanism,,21625544
mesh:d006967,Hypersensitivity,MESH:D006967,KNG1,3827,Immune system disease,marker/mechanism,,11160071
mesh:d006967,Hypersensitivity,MESH:D006967,MAP2K6,5608,Immune system disease,therapeutic,,21544193
mesh:d006967,Hypersensitivity,MESH:D006967,MTHFR,4524,Immune system disease,marker/mechanism,,16766537
mesh:d006967,Hypersensitivity,MESH:D006967,MYLK,4638,Immune system disease,marker/mechanism,,15621374
mesh:d006967,Hypersensitivity,MESH:D006967,OVAL,396058,Immune system disease,marker/mechanism,,16979384|28529457
mesh:d006967,Hypersensitivity,MESH:D006967,PF4,5196,Immune system disease,marker/mechanism,,21625544
mesh:d006967,Hypersensitivity,MESH:D006967,PPBP,5473,Immune system disease,marker/mechanism,,23624239
mesh:d006967,Hypersensitivity,MESH:D006967,SELP,6403,Immune system disease,marker/mechanism,,12929084
mesh:d006967,Hypersensitivity,MESH:D006967,SPP1,6696,Immune system disease,marker/mechanism,,21625544
mesh:d006967,Hypersensitivity,MESH:D006967,TAC1,6863,Immune system disease,marker/mechanism,,11160071
mesh:d006967,Hypersensitivity,MESH:D006967,TGFB1,7040,Immune system disease,marker/mechanism,,19138248|21625544
mesh:d006967,Hypersensitivity,MESH:D006967,TNF,7124,Immune system disease,marker/mechanism,,16095146|21625544
mesh:d006967,Hypersensitivity,MESH:D006967,TNFRSF1A,7132,Immune system disease,marker/mechanism,,21625544
mesh:d006967,Hypersensitivity,MESH:D006967,TNFRSF1B,7133,Immune system disease,marker/mechanism,,21625544
mesh:d006967,Hypersensitivity,MESH:D006967,TSLP,85480,Immune system disease,marker/mechanism,,33836808
mesh:d018476,Hypokinesia,MESH:D018476,APOD,347,Nervous system disease|Signs and symptoms,marker/mechanism,,21688324
mesh:d018476,Hypokinesia,MESH:D018476,GCH1,2643,Nervous system disease|Signs and symptoms,marker/mechanism,,17368676
mesh:d018476,Hypokinesia,MESH:D018476,OPRL1,4987,Nervous system disease|Signs and symptoms,marker/mechanism,,20950413
mesh:d018476,Hypokinesia,MESH:D018476,REL,5966,Nervous system disease|Signs and symptoms,therapeutic,,31481676
mesh:d018476,Hypokinesia,MESH:D018476,SLC39A14,23516,Nervous system disease|Signs and symptoms,marker/mechanism,,36152728
mesh:d007247,"Infertility, Female",MESH:D007247,ADIPOR1,51094,Urogenital disease (female),marker/mechanism,,22265003
mesh:d007247,"Infertility, Female",MESH:D007247,ADIPOR2,79602,Urogenital disease (female),marker/mechanism,,22265003
mesh:d007247,"Infertility, Female",MESH:D007247,AHR,196,Urogenital disease (female),marker/mechanism,,36029422
mesh:d007247,"Infertility, Female",MESH:D007247,AR,367,Urogenital disease (female),marker/mechanism,,23710174
mesh:d007247,"Infertility, Female",MESH:D007247,BMAL1,406,Urogenital disease (female),marker/mechanism,,20200203
mesh:d007247,"Infertility, Female",MESH:D007247,CACNA2D2,9254,Urogenital disease (female),marker/mechanism,,14660671
mesh:d007247,"Infertility, Female",MESH:D007247,CCN2,1490,Urogenital disease (female),marker/mechanism,,21868453
mesh:d007247,"Infertility, Female",MESH:D007247,CEBPA,1050,Urogenital disease (female),marker/mechanism,,21177758
mesh:d007247,"Infertility, Female",MESH:D007247,CEBPB,1051,Urogenital disease (female),marker/mechanism,,21177758
mesh:d007247,"Infertility, Female",MESH:D007247,CYP17A1,1586,Urogenital disease (female),marker/mechanism,,18645707
mesh:d007247,"Infertility, Female",MESH:D007247,CYP19A1,1588,Urogenital disease (female),marker/mechanism,,14684609
mesh:d007247,"Infertility, Female",MESH:D007247,DHFR,1719,Urogenital disease (female),therapeutic,,17519396
mesh:d007247,"Infertility, Female",MESH:D007247,DNMT3B,1789,Urogenital disease (female),marker/mechanism,,34773530
mesh:d007247,"Infertility, Female",MESH:D007247,ESR1,2099,Urogenital disease (female),marker/mechanism,,23710174
mesh:d007247,"Infertility, Female",MESH:D007247,ESR2,2100,Urogenital disease (female),marker/mechanism,,23710174
mesh:d007247,"Infertility, Female",MESH:D007247,FSHB,2488,Urogenital disease (female),marker/mechanism,,8220432
mesh:d007247,"Infertility, Female",MESH:D007247,LEP,3952,Urogenital disease (female),marker/mechanism,,22265003
mesh:d007247,"Infertility, Female",MESH:D007247,LEPR,3953,Urogenital disease (female),marker/mechanism,,22265003
mesh:d007247,"Infertility, Female",MESH:D007247,LHB,3972,Urogenital disease (female),marker/mechanism,,9457942
mesh:d007247,"Infertility, Female",MESH:D007247,LIF,3976,Urogenital disease (female),marker/mechanism,,23407384
mesh:d007247,"Infertility, Female",MESH:D007247,MAPK1,5594,Urogenital disease (female),marker/mechanism,,21177758
mesh:d007247,"Infertility, Female",MESH:D007247,MAPK3,5595,Urogenital disease (female),marker/mechanism,,21177758
mesh:d007247,"Infertility, Female",MESH:D007247,MTHFR,4524,Urogenital disease (female),marker/mechanism,,16679164
mesh:d007247,"Infertility, Female",MESH:D007247,NR1I2,8856,Urogenital disease (female),marker/mechanism,,23710174
mesh:d007247,"Infertility, Female",MESH:D007247,NR2F2,7026,Urogenital disease (female),marker/mechanism,,17590085
mesh:d007247,"Infertility, Female",MESH:D007247,NR5A2,2494,Urogenital disease (female),marker/mechanism,,17409375
mesh:d007247,"Infertility, Female",MESH:D007247,PAPPA,5069,Urogenital disease (female),marker/mechanism,,20130263
mesh:d007247,"Infertility, Female",MESH:D007247,PRL,5617,Urogenital disease (female),marker/mechanism,,19531635
mesh:d007247,"Infertility, Female",MESH:D007247,SMO,6608,Urogenital disease (female),marker/mechanism,,28560483
mesh:d007247,"Infertility, Female",MESH:D007247,TP53,7157,Urogenital disease (female),marker/mechanism,,22532853
mesh:d007248,"Infertility, Male",MESH:D007248,ACE,1636,Urogenital disease (male),marker/mechanism,,12075344|8642790
mesh:d007248,"Infertility, Male",MESH:D007248,AHR,196,Urogenital disease (male),marker/mechanism,,21613234
mesh:d007248,"Infertility, Male",MESH:D007248,ALDH2,217,Urogenital disease (male),marker/mechanism,,24448831
mesh:d007248,"Infertility, Male",MESH:D007248,AR,367,Urogenital disease (male),marker/mechanism,,12220434|18554162|20164437
mesh:d007248,"Infertility, Male",MESH:D007248,AURKC,6795,Urogenital disease (male),marker/mechanism,,17435757
mesh:d007248,"Infertility, Male",MESH:D007248,BAX,581,Urogenital disease (male),marker/mechanism,,24723216
mesh:d007248,"Infertility, Male",MESH:D007248,BCL2,596,Urogenital disease (male),marker/mechanism,,24723216
mesh:d007248,"Infertility, Male",MESH:D007248,CBL,867,Urogenital disease (male),marker/mechanism,,16301331
mesh:d007248,"Infertility, Male",MESH:D007248,CDC14A,8556,Urogenital disease (male),marker/mechanism,,29293958
mesh:d007248,"Infertility, Male",MESH:D007248,CFTR,1080,Urogenital disease (male),marker/mechanism,,17823699|18554162
mesh:d007248,"Infertility, Male",MESH:D007248,CST8,10047,Urogenital disease (male),marker/mechanism,,20811015
mesh:d007248,"Infertility, Male",MESH:D007248,CYP17A1,1586,Urogenital disease (male),marker/mechanism,,15890676
mesh:d007248,"Infertility, Male",MESH:D007248,CYP1A1,1543,Urogenital disease (male),marker/mechanism,,19303595
mesh:d007248,"Infertility, Male",MESH:D007248,DNAAF4,161582,Urogenital disease (male),marker/mechanism,,23872636
mesh:d007248,"Infertility, Male",MESH:D007248,DROSHA,29102,Urogenital disease (male),marker/mechanism,,22381205
mesh:d007248,"Infertility, Male",MESH:D007248,ELOVL2,54898,Urogenital disease (male),marker/mechanism,,21106902
mesh:d007248,"Infertility, Male",MESH:D007248,ENO1,2023,Urogenital disease (male),marker/mechanism,,27460355
mesh:d007248,"Infertility, Male",MESH:D007248,ENO4,387712,Urogenital disease (male),marker/mechanism,,23446454
mesh:d007248,"Infertility, Male",MESH:D007248,ESR1,2099,Urogenital disease (male),marker/mechanism,,20833731|23213263
mesh:d007248,"Infertility, Male",MESH:D007248,FOXK2,3607,Urogenital disease (male),marker/mechanism,,32522586
mesh:d007248,"Infertility, Male",MESH:D007248,FSHB,2488,Urogenital disease (male),marker/mechanism,,387166
mesh:d007248,"Infertility, Male",MESH:D007248,GNAT3,346562,Urogenital disease (male),marker/mechanism,,23818598
mesh:d007248,"Infertility, Male",MESH:D007248,GNRH1,2796,Urogenital disease (male),therapeutic,,20063086
mesh:d007248,"Infertility, Male",MESH:D007248,GPX4,2879,Urogenital disease (male),marker/mechanism,,19417079|19744930
mesh:d007248,"Infertility, Male",MESH:D007248,HOXD11,3237,Urogenital disease (male),marker/mechanism,,7925020
mesh:d007248,"Infertility, Male",MESH:D007248,KMT2D,8085,Urogenital disease (male),marker/mechanism,,19348672
mesh:d007248,"Infertility, Male",MESH:D007248,LDHC,3948,Urogenital disease (male),marker/mechanism,,21565994|23486916
mesh:d007248,"Infertility, Male",MESH:D007248,LHB,3972,Urogenital disease (male),marker/mechanism,,10739843|15602022|387166
mesh:d007248,"Infertility, Male",MESH:D007248,LHCGR,3973,Urogenital disease (male),marker/mechanism,,20164437
mesh:d007248,"Infertility, Male",MESH:D007248,MDM2,4193,Urogenital disease (male),marker/mechanism,,22773013
mesh:d007248,"Infertility, Male",MESH:D007248,MTHFR,4524,Urogenital disease (male),marker/mechanism,,16861746
mesh:d007248,"Infertility, Male",MESH:D007248,MTR,4548,Urogenital disease (male),marker/mechanism,,16861746
mesh:d007248,"Infertility, Male",MESH:D007248,MTRR,4552,Urogenital disease (male),marker/mechanism,,16861746
mesh:d007248,"Infertility, Male",MESH:D007248,NANOS2,339345,Urogenital disease (male),marker/mechanism,,22190708
mesh:d007248,"Infertility, Male",MESH:D007248,NOS3,4846,Urogenital disease (male),marker/mechanism,,25517965
mesh:d007248,"Infertility, Male",MESH:D007248,NR1H4,9971,Urogenital disease (male),marker/mechanism,,30245210
mesh:d007248,"Infertility, Male",MESH:D007248,NR5A1,2516,Urogenital disease (male),marker/mechanism,,20887963
mesh:d007248,"Infertility, Male",MESH:D007248,NSUN7,79730,Urogenital disease (male),marker/mechanism,,17442852
mesh:d007248,"Infertility, Male",MESH:D007248,OGG1,4968,Urogenital disease (male),marker/mechanism,,23376476
mesh:d007248,"Infertility, Male",MESH:D007248,POLG,5428,Urogenital disease (male),marker/mechanism,,17923349
mesh:d007248,"Infertility, Male",MESH:D007248,PON1,5444,Urogenital disease (male),marker/mechanism,,21561808|22206979
mesh:d007248,"Infertility, Male",MESH:D007248,RAD23B,5887,Urogenital disease (male),marker/mechanism,,11809813
mesh:d007248,"Infertility, Male",MESH:D007248,SELENOP,6414,Urogenital disease (male),marker/mechanism,,17961124
mesh:d007248,"Infertility, Male",MESH:D007248,SOD2,6648,Urogenital disease (male),marker/mechanism,,22206979
mesh:d007248,"Infertility, Male",MESH:D007248,STX2,2054,Urogenital disease (male),marker/mechanism,,18277055
mesh:d007248,"Infertility, Male",MESH:D007248,TAS1R3,83756,Urogenital disease (male),marker/mechanism,,23818598
mesh:d007248,"Infertility, Male",MESH:D007248,TDRD7,23424,Urogenital disease (male),marker/mechanism,,21436445
mesh:d007248,"Infertility, Male",MESH:D007248,TP53,7157,Urogenital disease (male),marker/mechanism,,22773013
mesh:d007248,"Infertility, Male",MESH:D007248,TSC22D3,1831,Urogenital disease (male),marker/mechanism,,22556341
mesh:d007248,"Infertility, Male",MESH:D007248,XRCC1,7515,Urogenital disease (male),marker/mechanism,,30998386
mesh:d007249,Inflammation,MESH:D007249,ABCB4,5244,Pathology (process),marker/mechanism,,22022477
mesh:d007249,Inflammation,MESH:D007249,ACE2,59272,Pathology (process),marker/mechanism,,19453650
mesh:d007249,Inflammation,MESH:D007249,ADIPOQ,9370,Pathology (process),therapeutic,,12860835
mesh:d007249,Inflammation,MESH:D007249,AGER,177,Pathology (process),marker/mechanism,,22178603|33075463
mesh:d007249,Inflammation,MESH:D007249,AGT,183,Pathology (process),marker/mechanism,,15944212|16868307|27436852|29353218
mesh:d007249,Inflammation,MESH:D007249,AHR,196,Pathology (process),marker/mechanism,,22273745|25768209
mesh:d007249,Inflammation,MESH:D007249,AKT1,207,Pathology (process),marker/mechanism,,24448315|26297436
mesh:d007249,Inflammation,MESH:D007249,ANGPT1,284,Pathology (process),marker/mechanism,,18480750
mesh:d007249,Inflammation,MESH:D007249,APOA1,335,Pathology (process),therapeutic,,20972769
mesh:d007249,Inflammation,MESH:D007249,ASIC1,41,Pathology (process),marker/mechanism,,11588175
mesh:d007249,Inflammation,MESH:D007249,ASIC2,40,Pathology (process),marker/mechanism,,11588175
mesh:d007249,Inflammation,MESH:D007249,ASIC3,9311,Pathology (process),marker/mechanism,,11588175
mesh:d007249,Inflammation,MESH:D007249,ATP7B,540,Pathology (process),marker/mechanism,,22945834
mesh:d007249,Inflammation,MESH:D007249,BDKRB1,623,Pathology (process),marker/mechanism,,20152050
mesh:d007249,Inflammation,MESH:D007249,BDKRB2,624,Pathology (process),marker/mechanism,,20152050
mesh:d007249,Inflammation,MESH:D007249,BDNF,627,Pathology (process),therapeutic,,21087489
mesh:d007249,Inflammation,MESH:D007249,CALCA,796,Pathology (process),marker/mechanism,,11588175
mesh:d007249,Inflammation,MESH:D007249,CASP1,834,Pathology (process),marker/mechanism,,22325453
mesh:d007249,Inflammation,MESH:D007249,CCK,885,Pathology (process),therapeutic,,14599722
mesh:d007249,Inflammation,MESH:D007249,CCL11,6356,Pathology (process),marker/mechanism,,23707484
mesh:d007249,Inflammation,MESH:D007249,CCL2,6347,Pathology (process),marker/mechanism,,14570645|19762220|20816778
mesh:d007249,Inflammation,MESH:D007249,CCL3,6348,Pathology (process),marker/mechanism,,19762220
mesh:d007249,Inflammation,MESH:D007249,CCL4,6351,Pathology (process),marker/mechanism,,19762220
mesh:d007249,Inflammation,MESH:D007249,CD3E,916,Pathology (process),marker/mechanism,,22325453
mesh:d007249,Inflammation,MESH:D007249,CHRNA4,1137,Pathology (process),therapeutic,,20943775
mesh:d007249,Inflammation,MESH:D007249,CHRNB2,1141,Pathology (process),therapeutic,,20943775
mesh:d007249,Inflammation,MESH:D007249,CLN6,54982,Pathology (process),marker/mechanism,,23789114
mesh:d007249,Inflammation,MESH:D007249,COL2A1,1280,Pathology (process),marker/mechanism,,24144632|27028940
mesh:d007249,Inflammation,MESH:D007249,CRHR2,1395,Pathology (process),therapeutic,,16855006
mesh:d007249,Inflammation,MESH:D007249,CRP,1401,Pathology (process),marker/mechanism,,14970111|16125490|21437516
mesh:d007249,Inflammation,MESH:D007249,CSF2,1437,Pathology (process),marker/mechanism,,23159501
mesh:d007249,Inflammation,MESH:D007249,CXCL2,2920,Pathology (process),marker/mechanism,,23451061
mesh:d007249,Inflammation,MESH:D007249,CXCL8,3576,Pathology (process),marker/mechanism,,20578705|24795235
mesh:d007249,Inflammation,MESH:D007249,CXCR3,2833,Pathology (process),marker/mechanism,,12517959
mesh:d007249,Inflammation,MESH:D007249,CYP2B1,24300,Pathology (process),marker/mechanism,,21467745
mesh:d007249,Inflammation,MESH:D007249,CYP2B2,361523,Pathology (process),marker/mechanism,,21467745
mesh:d007249,Inflammation,MESH:D007249,CYP3A2,266682,Pathology (process),marker/mechanism,,21467745
mesh:d007249,Inflammation,MESH:D007249,CYP3A23-3A1,25642,Pathology (process),marker/mechanism,,21467745
mesh:d007249,Inflammation,MESH:D007249,DUSP10,11221,Pathology (process),therapeutic,,17151092
mesh:d007249,Inflammation,MESH:D007249,EDN1,1906,Pathology (process),marker/mechanism,,23451061
mesh:d007249,Inflammation,MESH:D007249,EFNB1,1947,Pathology (process),marker/mechanism,,24098442
mesh:d007249,Inflammation,MESH:D007249,EGR1,1958,Pathology (process),marker/mechanism,,22094456
mesh:d007249,Inflammation,MESH:D007249,EIF4EBP1,1978,Pathology (process),marker/mechanism,,26297436
mesh:d007249,Inflammation,MESH:D007249,EPO,2056,Pathology (process),therapeutic,,21497595
mesh:d007249,Inflammation,MESH:D007249,F2R,2149,Pathology (process),marker/mechanism,,20008134
mesh:d007249,Inflammation,MESH:D007249,F2RL1,2150,Pathology (process),marker/mechanism,,12682265|24795235
mesh:d007249,Inflammation,MESH:D007249,FGF2,2247,Pathology (process),therapeutic,,21087489
mesh:d007249,Inflammation,MESH:D007249,FNDC5,252995,Pathology (process),therapeutic,,32165127
mesh:d007249,Inflammation,MESH:D007249,GAL,51083,Pathology (process),marker/mechanism,,17999197
mesh:d007249,Inflammation,MESH:D007249,GALNS,2588,Pathology (process),therapeutic,,7849337
mesh:d007249,Inflammation,MESH:D007249,GATA3,2625,Pathology (process),marker/mechanism,,22325453
mesh:d007249,Inflammation,MESH:D007249,HMGB1,3146,Pathology (process),marker/mechanism,,21617575|22178603|22386814|22429818|23146691
mesh:d007249,Inflammation,MESH:D007249,HMOX1,3162,Pathology (process),marker/mechanism,,12649161|16982915|23451061|29086419
mesh:d007249,Inflammation,MESH:D007249,ICAM1,3383,Pathology (process),marker/mechanism,,19324842|23371441
mesh:d007249,Inflammation,MESH:D007249,IDO1,3620,Pathology (process),marker/mechanism,,16365156
mesh:d007249,Inflammation,MESH:D007249,IFNG,3458,Pathology (process),marker/mechanism|therapeutic,,21937650|22617429|23164921
mesh:d007249,Inflammation,MESH:D007249,IFNL3,282617,Pathology (process),marker/mechanism,,28394349
mesh:d007249,Inflammation,MESH:D007249,IKBKB,3551,Pathology (process),marker/mechanism,,29036520
mesh:d007249,Inflammation,MESH:D007249,IL10,3586,Pathology (process),marker/mechanism,,11181422
mesh:d007249,Inflammation,MESH:D007249,IL13,3596,Pathology (process),marker/mechanism,,22867017
mesh:d007249,Inflammation,MESH:D007249,IL17A,3605,Pathology (process),marker/mechanism,,22617429
mesh:d007249,Inflammation,MESH:D007249,IL17RA,23765,Pathology (process),marker/mechanism,,29724254
mesh:d007249,Inflammation,MESH:D007249,IL1A,3552,Pathology (process),marker/mechanism,,21467745|22163019
mesh:d007249,Inflammation,MESH:D007249,IL1B,3553,Pathology (process),marker/mechanism,,11181422|16227999|21437948|21467745|22001142|23640035|24609059|28212736|9952427
mesh:d007249,Inflammation,MESH:D007249,IL1RN,3557,Pathology (process),therapeutic,,25665855
mesh:d007249,Inflammation,MESH:D007249,IL4I1,259307,Pathology (process),marker/mechanism,,36537648
mesh:d007249,Inflammation,MESH:D007249,IL6,3569,Pathology (process),marker/mechanism,,11181422|16227999|19762220|19803787|20056584|20578705|20816778|21467745|23159501|23371441|26297436
mesh:d007249,Inflammation,MESH:D007249,IRF7,3665,Pathology (process),marker/mechanism,,20513754
mesh:d007249,Inflammation,MESH:D007249,JAK2,3717,Pathology (process),therapeutic,,20943775
mesh:d007249,Inflammation,MESH:D007249,KYNU,8942,Pathology (process),marker/mechanism,,16365156
mesh:d007249,Inflammation,MESH:D007249,LCN2,3934,Pathology (process),marker/mechanism,,20118187
mesh:d007249,Inflammation,MESH:D007249,LEP,3952,Pathology (process),marker/mechanism|therapeutic,,14599722|27712037
mesh:d007249,Inflammation,MESH:D007249,LTB4R,1241,Pathology (process),marker/mechanism,,10934231
mesh:d007249,Inflammation,MESH:D007249,LTF,4057,Pathology (process),therapeutic,,16141546
mesh:d007249,Inflammation,MESH:D007249,MASP2,10747,Pathology (process),marker/mechanism,,12904520
mesh:d007249,Inflammation,MESH:D007249,MBP,4155,Pathology (process),marker/mechanism,,15159442
mesh:d007249,Inflammation,MESH:D007249,MIF,4282,Pathology (process),marker/mechanism,,20127836
mesh:d007249,Inflammation,MESH:D007249,MIR21,406991,Pathology (process),marker/mechanism,,29355689
mesh:d007249,Inflammation,MESH:D007249,MIR217,406999,Pathology (process),marker/mechanism,,26891083
mesh:d007249,Inflammation,MESH:D007249,MIR22,407004,Pathology (process),marker/mechanism,,28161397
mesh:d007249,Inflammation,MESH:D007249,MIR30C1,407031,Pathology (process),therapeutic,,34217758
mesh:d007249,Inflammation,MESH:D007249,MIR34A,407040,Pathology (process),marker/mechanism,,23834033
mesh:d007249,Inflammation,MESH:D007249,MMP2,4313,Pathology (process),marker/mechanism,,24795235
mesh:d007249,Inflammation,MESH:D007249,MMP9,4318,Pathology (process),marker/mechanism,,24429678|24795235
mesh:d007249,Inflammation,MESH:D007249,MPO,4353,Pathology (process),marker/mechanism,,10407471|19066340|19326902|23371441|23451061
mesh:d007249,Inflammation,MESH:D007249,MVK,4598,Pathology (process),marker/mechanism,,24073415
mesh:d007249,Inflammation,MESH:D007249,MYD88,4615,Pathology (process),marker/mechanism,,22053092
mesh:d007249,Inflammation,MESH:D007249,NGF,4803,Pathology (process),marker/mechanism,,10653021
mesh:d007249,Inflammation,MESH:D007249,NLRP3,114548,Pathology (process),marker/mechanism,,12032915|22325453
mesh:d007249,Inflammation,MESH:D007249,NOS2,4843,Pathology (process),marker/mechanism,,11289658|24465666
mesh:d007249,Inflammation,MESH:D007249,NPPB,4879,Pathology (process),therapeutic,,19803787
mesh:d007249,Inflammation,MESH:D007249,NR1H4,9971,Pathology (process),marker/mechanism,,29142166
mesh:d007249,Inflammation,MESH:D007249,OVAL,396058,Pathology (process),marker/mechanism,,29986831
mesh:d007249,Inflammation,MESH:D007249,OXT,5020,Pathology (process),therapeutic,,18940936
mesh:d007249,Inflammation,MESH:D007249,PARP1,142,Pathology (process),marker/mechanism,,18261157
mesh:d007249,Inflammation,MESH:D007249,PLAA,9373,Pathology (process),marker/mechanism,,11094054
